MiniDOT Logger Concatenated Data File,,,,,,,,,
Sensor:             7450-546688,,,,,,,,,
Concatenation Date: 2023Aug09 10:55:18 AST,,,,,,,,,
,,,,,,,,,
DO concentration compensated for salinity: 40.0 (ppt),,,,,,,,,
Saturation computed at elevation: 0.0 (meter),,,,,,,,,
,,,,,,,,,
            Unix Timestamp,               UTC_Date_&_Time,          Arabia Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q,,
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none),,
1690187460,           2023-07-24 08:31:00,           2023-07-24 11:31:00,3.52,22.162,6.810945,98.588345,0.914,546688,copper
1690188060,           2023-07-24 08:41:00,           2023-07-24 11:41:00,3.52,22.614,6.767793,98.739235,0.915,546688,copper
1690188660,           2023-07-24 08:51:00,           2023-07-24 11:51:00,3.52,23.317,6.698758,98.92783,0.915,546688,copper
1690189260,           2023-07-24 09:01:00,           2023-07-24 12:01:00,3.52,23.593,6.668466,98.948455,0.915,546688,copper
1690189860,           2023-07-24 09:11:00,           2023-07-24 12:11:00,3.52,23.861,6.63804,98.949692,0.915,546688,copper
1690190460,           2023-07-24 09:21:00,           2023-07-24 12:21:00,3.52,24.138,6.610848,99.010732,0.915,546688,copper
1690191060,           2023-07-24 09:31:00,           2023-07-24 12:31:00,3.53,24.415,6.58998,99.163456,0.916,546688,copper
1690191660,           2023-07-24 09:41:00,           2023-07-24 12:41:00,3.53,24.708,6.563673,99.258216,0.917,546688,copper
1690192260,           2023-07-24 09:51:00,           2023-07-24 12:51:00,3.52,25.71,6.469016,99.483738,0.917,546688,copper
1690192860,           2023-07-24 10:01:00,           2023-07-24 13:01:00,3.52,26.927,6.358397,99.768009,0.918,546688,copper
1690193460,           2023-07-24 10:11:00,           2023-07-24 13:11:00,3.52,26.393,6.387414,99.347118,0.916,546688,copper
1690194060,           2023-07-24 10:21:00,           2023-07-24 13:21:00,3.52,25.878,6.428477,99.136908,0.915,546688,copper
1690194660,           2023-07-24 10:31:00,           2023-07-24 13:31:00,3.53,25.465,6.470472,99.100402,0.916,546688,copper
1690195260,           2023-07-24 10:41:00,           2023-07-24 13:41:00,3.52,25.154,6.505479,99.119211,0.916,546688,copper
1690195860,           2023-07-24 10:51:00,           2023-07-24 13:51:00,3.53,24.801,6.528838,98.886426,0.915,546688,copper
1690196460,           2023-07-24 11:01:00,           2023-07-24 14:01:00,3.53,24.574,6.560652,98.988199,0.915,546688,copper
1690197060,           2023-07-24 11:11:00,           2023-07-24 14:11:00,3.52,24.23,6.588781,98.834685,0.915,546688,copper
1690197660,           2023-07-24 11:21:00,           2023-07-24 14:21:00,3.53,24.012,6.603914,98.694908,0.914,546688,copper
1690198260,           2023-07-24 11:31:00,           2023-07-24 14:31:00,3.53,23.685,6.638492,98.659072,0.914,546688,copper
1690198860,           2023-07-24 11:41:00,           2023-07-24 14:41:00,3.53,23.467,6.670247,98.761138,0.915,546688,copper
1690199460,           2023-07-24 11:51:00,           2023-07-24 14:51:00,3.53,23.191,6.697348,98.692556,0.915,546688,copper
1690200060,           2023-07-24 12:01:00,           2023-07-24 15:01:00,3.53,22.965,6.717828,98.608717,0.914,546688,copper
1690200660,           2023-07-24 12:11:00,           2023-07-24 15:11:00,3.53,22.706,6.747425,98.59957,0.914,546688,copper
1690201260,           2023-07-24 12:21:00,           2023-07-24 15:21:00,3.53,22.505,6.756233,98.383803,0.914,546688,copper
1690201860,           2023-07-24 12:31:00,           2023-07-24 15:31:00,3.54,22.305,6.777722,98.353052,0.914,546688,copper
1690202460,           2023-07-24 12:41:00,           2023-07-24 15:41:00,3.53,22.079,6.813942,98.488447,0.914,546688,copper
1690203060,           2023-07-24 12:51:00,           2023-07-24 15:51:00,3.53,21.928,6.827234,98.419484,0.914,546688,copper
1690203660,           2023-07-24 13:01:00,           2023-07-24 16:01:00,3.53,21.711,6.853992,98.428737,0.914,546688,copper
1690204260,           2023-07-24 13:11:00,           2023-07-24 16:11:00,3.53,21.586,6.866768,98.39503,0.914,546688,copper
1690204860,           2023-07-24 13:21:00,           2023-07-24 16:21:00,3.54,21.41,6.893175,98.466586,0.915,546688,copper
1690205460,           2023-07-24 13:31:00,           2023-07-24 16:31:00,3.54,21.184,6.912626,98.349527,0.914,546688,copper
1690206060,           2023-07-24 13:41:00,           2023-07-24 16:41:00,3.53,21.059,6.915076,98.165982,0.914,546688,copper
1690206660,           2023-07-24 13:51:00,           2023-07-24 16:51:00,3.53,20.9,6.943999,98.297713,0.914,546688,copper
1690207260,           2023-07-24 14:01:00,           2023-07-24 17:01:00,3.53,20.808,6.95316,98.265875,0.914,546688,copper
1690207860,           2023-07-24 14:11:00,           2023-07-24 17:11:00,3.54,20.674,6.968917,98.252844,0.914,546688,copper
1690208460,           2023-07-24 14:21:00,           2023-07-24 17:21:00,3.54,20.59,6.982906,98.302049,0.914,546688,copper
1690209060,           2023-07-24 14:31:00,           2023-07-24 17:31:00,3.54,20.482,6.99106,98.226358,0.914,546688,copper
1690209660,           2023-07-24 14:41:00,           2023-07-24 17:41:00,3.54,20.381,7.005616,98.252414,0.914,546688,copper
1690210260,           2023-07-24 14:51:00,           2023-07-24 17:51:00,3.54,20.272,7.022435,98.295285,0.914,546688,copper
1690210860,           2023-07-24 15:01:00,           2023-07-24 18:01:00,3.54,20.23,7.021912,98.213617,0.914,546688,copper
1690211460,           2023-07-24 15:11:00,           2023-07-24 18:11:00,3.54,20.155,7.035984,98.27743,0.914,546688,copper
1690212060,           2023-07-24 15:21:00,           2023-07-24 18:21:00,3.54,20.03,7.046265,98.199078,0.914,546688,copper
1690212660,           2023-07-24 15:31:00,           2023-07-24 18:31:00,3.53,19.946,7.050737,98.112193,0.914,546688,copper
1690213260,           2023-07-24 15:41:00,           2023-07-24 18:41:00,3.53,19.895,7.069043,98.276112,0.914,546688,copper
1690213860,           2023-07-24 15:51:00,           2023-07-24 18:51:00,3.53,19.812,7.071942,98.168581,0.914,546688,copper
1690214460,           2023-07-24 16:01:00,           2023-07-24 19:01:00,3.53,19.728,7.077193,98.091782,0.913,546688,copper
1690215060,           2023-07-24 16:11:00,           2023-07-24 19:11:00,3.54,19.627,7.107475,98.330799,0.914,546688,copper
1690215660,           2023-07-24 16:21:00,           2023-07-24 19:21:00,3.54,19.535,7.113401,98.248082,0.914,546688,copper
1690216260,           2023-07-24 16:31:00,           2023-07-24 19:31:00,3.54,19.501,7.116122,98.224777,0.914,546688,copper
1690216860,           2023-07-24 16:41:00,           2023-07-24 19:41:00,3.54,19.418,7.122158,98.15936,0.914,546688,copper
1690217460,           2023-07-24 16:51:00,           2023-07-24 19:51:00,3.54,19.359,7.128499,98.140952,0.914,546688,copper
1690218060,           2023-07-24 17:01:00,           2023-07-24 20:01:00,3.54,19.342,7.14011,98.270286,0.914,546688,copper
1690218660,           2023-07-24 17:11:00,           2023-07-24 20:11:00,3.54,19.3,7.137203,98.154877,0.913,546688,copper
1690219260,           2023-07-24 17:21:00,           2023-07-24 20:21:00,3.54,19.267,7.147029,98.230698,0.914,546688,copper
1690219860,           2023-07-24 17:31:00,           2023-07-24 20:31:00,3.54,19.25,7.145232,98.175457,0.914,546688,copper
1690220460,           2023-07-24 17:41:00,           2023-07-24 20:41:00,3.54,19.225,7.154372,98.256056,0.914,546688,copper
1690221060,           2023-07-24 17:51:00,           2023-07-24 20:51:00,3.54,19.216,7.147947,98.151645,0.914,546688,copper
1690221660,           2023-07-24 18:01:00,           2023-07-24 21:01:00,3.54,19.183,7.150674,98.129759,0.913,546688,copper
1690222260,           2023-07-24 18:11:00,           2023-07-24 21:11:00,3.54,19.183,7.154616,98.183861,0.914,546688,copper
1690222860,           2023-07-24 18:21:00,           2023-07-24 21:21:00,3.54,19.183,7.149097,98.108118,0.914,546688,copper
1690223460,           2023-07-24 18:31:00,           2023-07-24 21:31:00,3.54,19.183,7.154616,98.183861,0.914,546688,copper
1690224060,           2023-07-24 18:41:00,           2023-07-24 21:41:00,3.54,19.141,7.157226,98.144095,0.914,546688,copper
1690224660,           2023-07-24 18:51:00,           2023-07-24 21:51:00,3.54,19.149,7.159695,98.192351,0.914,546688,copper
1690225260,           2023-07-24 19:01:00,           2023-07-24 22:01:00,3.54,19.141,7.167475,98.28464,0.914,546688,copper
1690225860,           2023-07-24 19:11:00,           2023-07-24 22:11:00,3.54,19.124,7.164889,98.218559,0.914,546688,copper
1690226460,           2023-07-24 19:21:00,           2023-07-24 22:21:00,3.54,19.115,7.163195,98.179136,0.914,546688,copper
1690227060,           2023-07-24 19:31:00,           2023-07-24 22:31:00,3.54,19.124,7.163312,98.196944,0.914,546688,copper
1690227660,           2023-07-24 19:41:00,           2023-07-24 22:41:00,3.54,19.124,7.15937,98.142907,0.914,546688,copper
1690228260,           2023-07-24 19:51:00,           2023-07-24 22:51:00,3.54,19.115,7.153735,98.049469,0.913,546688,copper
1690228860,           2023-07-24 20:01:00,           2023-07-24 23:01:00,3.54,19.132,7.164993,98.234393,0.914,546688,copper
1690229460,           2023-07-24 20:11:00,           2023-07-24 23:11:00,3.54,19.132,7.161051,98.180347,0.914,546688,copper
1690230060,           2023-07-24 20:21:00,           2023-07-24 23:21:00,3.54,19.132,7.162628,98.201965,0.914,546688,copper
1690230660,           2023-07-24 20:31:00,           2023-07-24 23:31:00,3.54,19.132,7.161051,98.180347,0.914,546688,copper
1690231260,           2023-07-24 20:41:00,           2023-07-24 23:41:00,3.54,19.107,7.157573,98.08768,0.914,546688,copper
1690231860,           2023-07-24 20:51:00,           2023-07-24 23:51:00,3.54,19.141,7.147765,98.01436,0.913,546688,copper
1690232460,           2023-07-24 21:01:00,           2023-07-25 00:01:00,3.54,19.132,7.157109,98.126301,0.914,546688,copper
1690233060,           2023-07-24 21:11:00,           2023-07-25 00:11:00,3.54,19.124,7.15464,98.078062,0.913,546688,copper
1690233660,           2023-07-24 21:21:00,           2023-07-25 00:21:00,3.54,19.132,7.15159,98.050636,0.914,546688,copper
1690234260,           2023-07-24 21:31:00,           2023-07-25 00:31:00,3.54,19.132,7.155532,98.104682,0.914,546688,copper
1690234860,           2023-07-24 21:41:00,           2023-07-25 00:41:00,3.54,19.132,7.155532,98.104682,0.914,546688,copper
1690235460,           2023-07-24 21:51:00,           2023-07-25 00:51:00,3.54,19.132,7.150013,98.029018,0.914,546688,copper
1690236060,           2023-07-24 22:01:00,           2023-07-25 01:01:00,3.54,19.149,7.158118,98.170725,0.914,546688,copper
1690236660,           2023-07-24 22:11:00,           2023-07-25 01:11:00,3.54,19.124,7.157793,98.121292,0.914,546688,copper
1690237260,           2023-07-24 22:21:00,           2023-07-25 01:21:00,3.54,19.149,7.143926,97.976092,0.913,546688,copper
1690237860,           2023-07-24 22:31:00,           2023-07-25 01:31:00,3.54,19.132,7.153167,98.072255,0.914,546688,copper
